Kennzeichen,Beispiel
RQ,"Als Lärm oder auch Krach werden Geräusche bezeichnet, die durch ihre Struktur auf die Umwelt störend , belastend oder gesundheitsschädigend wirken. Schutz steht für: Herstellung oder Aufrechterhaltung von Sicherheit Schutz , Ortsgemeinde im Landkreis Vulkaneifel, Rheinland-Pfalz Mount Schutz, Berg in der AntarktikSchutz ist der Familienname folgender. "
RQ,Blende
RQ,Sichtschutzwand
RQ,"Sicht steht für: Fernsicht Sichtweite Sichttiefe Sichtverbindung im Funkwesen subjektive Ansicht, siehe Meinung Sicht , eine spezifische Relation in der Datenbanktechnik Beschreibungssicht als Komponente der. "
RQ,Rollladen
RQ,"Ein Rollladen , im Schweizer Hochdeutsch auch die Store oder der Storen, im Schweizerdeutschen meist Store , österreichisch im Geschäftsbereich Rollbalken,ist ein Rollabschluss, der als. "
RQ,Schallwand
RQ,"Schallwand steht für Schallwand, Bauteil des Lautsprechergehäuses Akustikwand zum SchallschutzSiehe auch Schalwand. "
RQ,Unkrautbekämpfungsvlies
RQ,"Als Unkraut bezeichnet man Pflanzen der spontanen „Begleitvegetation“ in Kulturpflanzenbeständen, Grünland oder Gartenanlagen, die dort nicht gezielt angebaut werden und aus dem Samenpotential des Bodens,. Vlies bezeichnet: im ursprünglichen Sinn das Haarkleid des Hausschafes, insbesondere die in einem flachen Stück zusammenhängende Wolle nach der Schur im weiteren Sinn alle Stoffe. "
RU,Begrenzungsobjekt zur Zutrittsbegrenzung
RU,Zutrittsbegrenzungsobjekt
RU,". Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
RU,Riegel
RU,"Riegel steht für: Riegel , eine bewegbare Vorrichtung zum Verschluss von Türen, Läden, Fenstern, Truhen usw. "
RU,Vogelnetz
RU,"Vogel steht für: Tier aus der Klasse der Vögel eine redensartliche Bezeichnung für „nicht ganz bei Verstand sein“, siehe Einen Vogel haben eine beleidigende Geste,. Netz steht für: Netz , ein Textilgebilde mit Maschen und Öffnungen Netz , zu Namensträgern siehe dort Netz , die flächendeckende Anordnung von Vermessungspunkten Netz. "
RU,Absperrpfosten
RU,Zutrittsverwaltungsgerät
RU,"Unter Verwaltung versteht man allgemein administrative Tätigkeiten, die mit der Besorgung eigener oder fremder Angelegenheiten zusammenhängen und meist in einem institutionellen Rahmen wie Behörden, öffentlichen. "
RU,Zaun
RU,Ein Zaun ist eine Einfriedung. 
RU,Torvorrichtung
RU,"Tor steht für: Thor oder Tor , nordischer Vorname Tor , Öffnung in einem Gebäude, einer Mauer oder einem Zaun Tor , Wappenfigur in der. Vorrichtungen dienen im Maschinenbau dazu, Werkstücke zu positionieren, ihre Lage zu halten, sie festzuspannen und manchmal auch, um Werkzeuge zu führen. "
RU,Einwegetür
RU,". Eine Tür, vor allem ober- und mitteldeutsch auch Türe, ist ein bewegliches Bauelement zum Verschließen einer Öffnung , welches nach dem Öffnen den Durchtritt oder. "
RU,Nagerschutz
RU,"Nager steht für: die Kurzform der Bezeichnung Nagetier, siehe Nagetiere nach anderem Sprachgebrauch die Gesamtheit von Nage- und Hasentieren, siehe Glires ein Elektrowerkzeug zur Trennung. Schutz steht für: Herstellung oder Aufrechterhaltung von Sicherheit Schutz , Ortsgemeinde im Landkreis Vulkaneifel, Rheinland-Pfalz Mount Schutz, Berg in der AntarktikSchutz ist der Familienname folgender. "
RU,Rattenschutzgerät
RU,"Ratte steht für: Ratten, Gattung der Mäuseartigen im allgemeinen Sprachgebrauch größere Mäuse, siehe Mäuseartige #Unterscheidung zwischen „Maus“ und „Ratte“ chinesisches Tierzeichen, siehe Erdzweige Nullwurf beim. "
RU,Viehschutz
RU,"Vieh bezeichnet in der Regel domestizierte Nutztiere in der Landwirtschaft, insbesondere den gesamten Tierbestand in einem landwirtschaftlichen Betrieb oder eine andere Gesamtheit von Nutztieren ,. Schutz steht für: Herstellung oder Aufrechterhaltung von Sicherheit Schutz , Ortsgemeinde im Landkreis Vulkaneifel, Rheinland-Pfalz Mount Schutz, Berg in der AntarktikSchutz ist der Familienname folgender. "
RU,Ticketdurchgang
RU,"Ein Ticket oder Billett ist: eine Eintrittskarte für eine Veranstaltung eine Fahrkarte für öffentliche Verkehrsmittel Ticket , ein Flugschein für einen Linien- oder Charterflug eine. Ein Durchgang oder eine Passage ist ein astronomisches Ereignis: Allgemein das scheinbare Zusammentreffen zweier astronomischer Objekte, z. "
SF,Objekt zur menschlichen Interaktion durch Fokussieren mit dem Auge
SF,Gesichtsinteraktionsobjekt
SF,"Das Gesicht ist der vordere Teil des Kopfes mit Augen, Nase und Mund. Sinter ist die Substanz bzw. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
SF,Augenbetätigung für Positionierungsvorgänge
SF,Augenfokuslesegerät
SF,"Das Auge ist ein Sinnesorgan zur Wahrnehmung von Lichtreizen. Der Fokus oder Brennpunkt ist jener besondere Punkt eines abbildenden optischen Geräts, in dem sich die Strahlen schneiden, die parallel zur optischen Achse einfallen. . "
SG,Objekt zur menschlichen Interaktion durch Handbetätigung
SG,Handinteraktionsobjekt
SG,"Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
SG,Aktivierungsgerät mit 2 oder 3 Stellungen
SG,Notseilzug
SG,"Zug steht für: Wesensmerkmal einer Person, siehe Charaktertypen Gebirgszug, alpine Landschaftsformation Höhenzug, lang gestreckte Landschaftsformation Rechtsmittelzug im Gerichtswesen, siehe Instanz Muskelverspannung die Wahrnehmung des Näherrechts. "
SG,Notfallknopf
SG,"Als Notfall oder Notfallsituation gilt jede Situation, in der eine drohende Gefährdung für Sachen, Tiere oder die körperliche Unversehrtheit von Menschen eintritt. Ein Knopf ist ein kleiner, fester, meist runder Gegenstand an Kleidungsstücken. "
SG,Handgriff
SG,"Handgriff ist ein medizinischer Ausdruck für diagnostische oder therapeutische Verfahren, die ohne Besteck oder Gerätschaft ausgeführt werden können. "
SG,Schlüssel
SG,"Ein Schlüssel ist ein Werkzeug zum Verschließen und Öffnen eines Schlosses, z. "
SG,Schlüsselschalter
SG,"Ein Schlüssel ist ein Werkzeug zum Verschließen und Öffnen eines Schlosses, z. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
SG,Hebelgriff
SG,. 
SG,mechanischer Hebel
SG,Potentiometer
SG,"Ein Potentiometer ist ein elektrisches Widerstandsbauelement, dessen Widerstandswerte mechanisch veränderbar sind. "
SG,Zughebel
SG,"Zug steht für: Wesensmerkmal einer Person, siehe Charaktertypen Gebirgszug, alpine Landschaftsformation Höhenzug, lang gestreckte Landschaftsformation Rechtsmittelzug im Gerichtswesen, siehe Instanz Muskelverspannung die Wahrnehmung des Näherrechts. Hebel steht für: Hebel , ein mechanisches Kraftübertragungssystem, meist verwendet als einfaches Maschinenelement Hebel , eine Technik im Kampfsport Hebel , eine Stellung beim Schachspiel. "
SG,Druckhebel
SG,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Hebel steht für: Hebel , ein mechanisches Kraftübertragungssystem, meist verwendet als einfaches Maschinenelement Hebel , eine Technik im Kampfsport Hebel , eine Stellung beim Schachspiel. "
SG,Drehschalter
SG,"Dreh steht umgangssprachlich für: Dreharbeiten im Film Einfall, Kunstgriff zum Problemlösen DrehungSiehe auch: Dre Drée. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
SG,Drehhebel
SG,"Dreh steht umgangssprachlich für: Dreharbeiten im Film Einfall, Kunstgriff zum Problemlösen DrehungSiehe auch: Dre Drée. Hebel steht für: Hebel , ein mechanisches Kraftübertragungssystem, meist verwendet als einfaches Maschinenelement Hebel , eine Technik im Kampfsport Hebel , eine Stellung beim Schachspiel. "
SG,Zweihandsteuerung
SG,. 
SH,Objekt zur menschlichen Interaktion durch Fußbetätigung
SH,Fußinteraktionsobjekt
SH,"Der Fuß ist der unterste Abschnitt des Beins der Landwirbeltiere; in Süddeutschland, Österreich und im äußersten Osten der Schweiz wird manchmal auch das gesamte Bein. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
SH,Aktivierungsgerät mit 2 oder 3 Stellungen
SH,Pedalschalter
SH,"Als Pedal – landschaftlich auch Pedale oder allgemein Fußhebel – wird eine mechanische Vorrichtung bezeichnet, die mit dem Fuß zu bedienen ist. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
SJ,Objekt zur menschlichen Interaktion durch Fingerbetätigung
SJ,Fingerinteraktionsobjekt
SJ,"Ein Finger – lateinisch auch Digitus für „Finger “ – ist ein Teil der Hand. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
SJ,Schalter mit zwei Stellungen
SJ,Kippschalter
SJ,. 
SJ,Niederhalter
SJ,"Nieder ist der Familienname folgender Personen: Adolf Nieder , deutscher Bildhauer Bill Nieder , US-amerikanischer Leichtathlet Fabio Nieder , Komponist zeitgenössischer Musik, Dirigent und Pianist. Halter steht für: Halter, Besitzer der Verfügungsgewalt über ein Kraftfahrzeug, siehe Fahrzeughalter Halter, eigenverantwortliche Sorge für ein Tier, siehe Tierhaltung Halter, Kuhhirt auf einer Alm,. "
SJ,Tastatur
SJ,"Eine Tastatur ist ein peripheres Eingabegerät nach dem Vorbild der Schreibmaschinentastatur, das als Bedien- und Steuerelement eine Anzahl von mit den Fingern zu drückenden Knöpfen. "
SJ,Druckknopf
SJ,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Ein Knopf ist ein kleiner, fester, meist runder Gegenstand an Kleidungsstücken. "
SJ,Druckschalter
SJ,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Schalter bezeichnet: Schalter , mechanisch betätigtes elektrisches Bauelement elektronischer Schalter, Halbleiter-Bauelement Boolesche Variable, in der Digitaltechnik und Logik ein mehr oder minder komplexer Boolescher Wert. "
SJ,Druckbetätiger
SJ,Touchpad
SJ,"Touch oder touch steht für: Touch , Album der Band Eurythmics Touch , US-amerikanische Band Touch , US-amerikanische Fernsehserie aus dem Jahr 2012 Touch ,. Pad steht für: Mauspad, eine Unterlage für Computermäuse Gamepad für die Steuerung von Computerspielen Touchpad oder Tastfeld, eine berührungsempfindliche Fläche als Zeige-Eingabeinterface Etherpad, ein webbasierter. "
SJ,Drehrad
SJ,"Dreh steht umgangssprachlich für: Dreharbeiten im Film Einfall, Kunstgriff zum Problemlösen DrehungSiehe auch: Dre Drée. Das Rad ist ein scheibenförmiger Gegenstand mit idealerweise kreisförmiger Kontur, der um eine Achse, die senkrecht auf der idealisierten Kreisebene steht, drehbar gelagert ist und. "
SK,Objekt zur menschlichen Interaktion durch Bewegen oder Positionieren
SK,Bewegungsinteraktionsobjekt
SK,"Bewegung steht für: Bewegung , Ortsveränderung mit der Zeit Bewegung , Positions- und Lageveränderungen von Gelenken Bewegung , affine Drehung oder Drehspiegelung im Raum Bewegung. Sinter ist die Substanz bzw. Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
SK,Joystick
SK,"Joy steht für: Joy , eine funktionale Programmiersprache Joy , österreichische Popgruppe Joy , Einschlagskrater auf dem Mond Joy , deutsche Frauenzeitschrift Joy, die Hauptperson. Tick ist: der deutsche Name einer Comicfigur von Walt Disney, siehe Bewohner von Entenhausen ein unwillkürliches Verhalten, die korrekte Schreibweise lautet Tic umgangssprachlich eine bestimmte. "
SK,Maus
SK,Maus steht für: generell und vor allem historisch die Bezeichnung für zahlreiche Kleinsäuger speziell ein Nagetier aus der Überfamilie der Mäuseartigen meistens aus der Familie. 
SK,Lichtstift
SK,Kugelmaus
SK,Eine Kugel ist in der Geometrie die Kurzbezeichnung für Kugelfläche oder Kugelkörper. Maus steht für: generell und vor allem historisch die Bezeichnung für zahlreiche Kleinsäuger speziell ein Nagetier aus der Überfamilie der Mäuseartigen meistens aus der Familie. 
SZ,"Objekt zur menschlichen Interaktion durch mehrere, verschiedenartige Interaktionsmittel"
SZ,Mehrfachinteraktionsgerät
SZ,Gamepad
SZ,"Game steht für: Computerspiel ein Begriff aus der Zahlentheorie, siehe Surreale Zahl #Verallgemeinerung: Gamesgame steht für: game – Verband der deutschen Games-Branche, deutscher Computer- und. Pad steht für: Mauspad, eine Unterlage für Computermäuse Gamepad für die Steuerung von Computerspielen Touchpad oder Tastfeld, eine berührungsempfindliche Fläche als Zeige-Eingabeinterface Etherpad, ein webbasierter. "
SZ,Gamecontroller
SZ,"Game steht für: Computerspiel ein Begriff aus der Zahlentheorie, siehe Surreale Zahl #Verallgemeinerung: Gamesgame steht für: game – Verband der deutschen Games-Branche, deutscher Computer- und. Der Begriff Controller wird in folgenden Bereichen verwendet: als Berufsbezeichnung, siehe Controlling im Bereich von Hardware für Computer zur Steuerung oder Regelung, siehe Controller Eingabegerät. "
SZ,Joypad
SZ,"Joy steht für: Joy , eine funktionale Programmiersprache Joy , österreichische Popgruppe Joy , Einschlagskrater auf dem Mond Joy , deutsche Frauenzeitschrift Joy, die Hauptperson. Pad steht für: Mauspad, eine Unterlage für Computermäuse Gamepad für die Steuerung von Computerspielen Touchpad oder Tastfeld, eine berührungsempfindliche Fläche als Zeige-Eingabeinterface Etherpad, ein webbasierter. "
SZ,Bedienfeld
SZ,"Feld steht für: eine Fläche in Spiel und Sport, das Spielfeld eine landwirtschaftliche Fläche für den Anbau von Nutzpflanzen, siehe Acker Bereich der nicht ionisierenden. "
TA,Transformierobjekt für elektrische Energie bei Beibehaltung von Wechsel oder Gleichstrom
TA,Stromtransformierendes Objekt
TA,Gleichstrom/gleichstromwandler
TA,"Als Gleichstrom wird ein elektrischer Strom bezeichnet, dessen Augenblickswerte der Stromstärke sich zeitlich nicht ändern. . Om ist eine Silbe, die bei Hindus, Jainas und Buddhisten als heilig gilt. Wandler ist der Oberbegriff für Baugruppen oder Bauelemente, die eine Energieform in eine andere Energieform umwandeln oder aber den Wert einer physikalischen Größe in einen. "
TA,Frequenzwandler
TA,"Die Frequenz ist in Physik und Technik ein Maß dafür, wie schnell bei einem periodischen Vorgang die Wiederholungen aufeinander folgen, z. Wandler ist der Oberbegriff für Baugruppen oder Bauelemente, die eine Energieform in eine andere Energieform umwandeln oder aber den Wert einer physikalischen Größe in einen. "
TA,Trenntransformator
TA,. Ein Transformator ist ein Bauelement der Elektrotechnik. 
TA,Phasenschieber
TA,"Phase steht für: Phase , räumlicher Bereich mit gleichartigen physikalischen und chemischen Eigenschaften Phasenwinkel, die aktuelle Position im Ablauf eines periodischen Vorgangs Ursprungswinkel einer komplexen. . Eber, beim Hausschwein insbesondere oberdeutsch Saubär, beim Wildschwein Keiler, bezeichnet das männliche Geschlecht des Schweins. "
TA,Kraftantrieb
TA,Transformator
TA,Ein Transformator ist ein Bauelement der Elektrotechnik. 
TB,Transformierobjekt für elektrische Energie mit Änderung zwischen Wechsel und Gleichstrom
TB,Stromkonvertierungsobjekt
TB,"Strom steht für Physik und Technik: einen gerichteten Transport, siehe Strom Elektrischer StromGewässerkunde: Strom : größerer Fluss, der ins offene Meer mündet Meeresströmung: Massenbewegung im. . Objekt steht für: Sache Gegenstand Rechtsobjekt Wirtschaftsobjekt entmenschlichtes Wesen, siehe Objektifizierung Objekt , ein grammatikalisches Satzglied Objekt , philosophisches Konzept ein mathematisches Objekt Objekt ,. "
TB,Bidirektionaler Wandler
TB,Wandler
TB,"Wandler ist der Oberbegriff für Baugruppen oder Bauelemente, die eine Energieform in eine andere Energieform umwandeln oder aber den Wert einer physikalischen Größe in einen. "
TB,Stromversorgung
TB,"Strom steht für Physik und Technik: einen gerichteten Transport, siehe Strom Elektrischer StromGewässerkunde: Strom : größerer Fluss, der ins offene Meer mündet Meeresströmung: Massenbewegung im. Versorgung bezeichnet: juristisch: Leistungen, welche die Lebensgrundlage einer Person sichern, siehe Versorgungsrecht ökonomisch: Subsistenz, Subsistenzwirtschaft, Selbstversorgung, Autarkie – im weitesten Sinne jegliches Wirtschaften in der. "
